F19FCF,,
3440C1,A320,VLG
A03397,E145,UCA
A480E4,CL30,
A3AD88,E55P,EJA
400154,A320,AFL
A89584,E170,RPA
A7E0DE,P28R,
A6503F,CRJ7,ENY
AB7594,P28B,
C06B68,B190,GGN
AC0041,CRJ2,FLG
484EE5,B738,TRA
A7C8B3,CRJ7,ASQ
A3D756,SF34,SIL
4A08E5,B733,ROT
AC801E,CRJ9,
AAD213,B772,AAL
899031,B773,EVA
A3244F,B738,AAL
406811,E170,BEE
A482CA,B763,AAL
A2E907,,
A69C91,C525,
C05F5D,SF34,ABS
A0A91E,B752,UAL
AB349F,B789,AAL
3964EF,B738,TVF
AC3D79,GLF5,
A7279D,C560,
AB6AFF,PA44,
C01723,B773,ACA
4B17A0,RJ1H,SWR
47873E,B738,NAX
A30CBE,LJ60,HPJ
4CA727,B738,RYR
A4E2DA,DA40,
A89BAB,A320,AAL
C1E0FD,,
AE01F2,TEX2,
39352C,DA40,
A58FE9,CRJ2,AWI
AAE11F,C501,
780B1D,A320,CSZ
AA6C9B,B737,SWA
A042F1,P28R,
4B1980,CL60,SAZ
485090,JS32,PNX
3946E9,A319,AFR
A1DF48,VEZE,
406D99,DH8D,BEE
405D0D,A319,EZY
A63B3A,P46T,
ADC8E7,A321,AAL
A1F519,H25B,
3C6306,B737,BER
A4F2D3,B763,
A6ACED,C172,
C81464,AT75,
A09E52,EC35,
A6C365,CRJ7,ENY
073C58,,
71C058,B738,ESR
ADFF6A,,
406D26,A332,TCX
2A46E9,,
AE007F,T38,
E84067,A320,TAE
414244,,
A02800,,
E48DB1,B738,GLO
0D08E6,A320,VIV
43E7C6,E35L,
AB39F0,B738,SCX
AC82BC,C560,
A243E8,CRJ2,JIA
3B77C6,CN35,CTM
A198DB,C177,
76D02E,A320,TGW
A2D8E4,PA34,
C0059B,CL60,
3C0A44,B738,SXD
A82E2C,B733,SWA
A562E8,,
A5C1E8,,
E48CCA,H25B,
2D284C,,
A50317,SR22,
A0A98A,E145,LOF
48447D,A139,
C04688,E545,ASP
290FDD,,
C87E4E,,
A943B9,C310,
42430B,A321,SVR
A71B6D,B737,SWA
71BE22,A388,KAL
0E195A,,
AC50AC,TBM8,
AB868B,P28A,
28A8EE,,
357D16,,
AE171E,H60,
AAD9C2,DA42,
413141,,
A04B96,BE36,
A285C2,C402,
ACE3D2,BE58,
2C3237,,
4738E2,DO28,
A2C836,C25B,
7BB042,B733,CYZ
A637B1,R44,
A97DA1,AS50,
07959B,,
7C4926,A388,QFA
61D51A,,
399003,EC35,
AC83D5,CRJ9,
303A31,,
9DB11B,,
789831,,
323A31,,
EA41A5,,
4CA73E,,
AB6C98,BE40,
ABF37C,BE35,
0B1AC0,,
ACA95B,GLF5,
A924FC,B752,DAL
4BB844,A320,PGT
949A47,,
3952CE,,
C3E5A7,,
4BA742,B738,PGT
780488,A321,CSN
43E7A4,GLF5,VIP
20723B,,
333032,,
3B7B97,EC45,
4287F6,,
385B47,,
C88007,B738,FJI
AC2298,EXPL,
A59C2B,P210,
9A73C3,,
D8AAB9,,
290F0D,,
