780601,A320,CES
47873E,B738,NAX
ACE5B6,B738,AAL
3C0979,A320,LLX
400154,A320,AFL
A6C365,CRJ7,ENY
A0A98A,E145,LOF
A82E2C,B733,SWA
780895,B738,CDG
A224EF,C206,
A4E2DA,DA40,
A1A88D,C206,
AC3D79,GLF5,
AC801E,CRJ9,
A7C8B3,CRJ7,ASQ
4CA1EE,PC9,
3964EF,B738,TVF
A7E0DE,P28R,
4BA913,B738,THY
484EE5,B738,TRA
A5D1A2,LJ45,
4B17A0,RJ1H,SWR
A89BAB,A320,AAL
A0A91E,B752,UAL
4BA742,B738,PGT
3C0A44,B738,SXD
A71B6D,B737,SWA
C086BF,C25A,ASP
AA6C9B,B737,SWA
406D99,DH8D,BEE
406811,E170,BEE
C0059B,CL60,
C1E0FD,,
4CA3FF,,
091359,,
8961E6,A332,ETD
4A08E5,B733,ROT
A1C43E,P32T,
A839B7,PC12,
A4F2D3,B763,
29047F,,
47BB0A,,
485090,JS32,PNX
4BAA0E,A320,THY
3C6306,B737,BER
3944CA,E145,HOP
A7855B,,
AB6AFF,PA44,
A89584,E170,RPA
A243E8,CRJ2,JIA
A3244F,B738,AAL
4CA727,B738,RYR
A1F519,H25B,
A7C8F5,E35L,
A84306,B350,
ABA2D9,PC12,URF
406D9B,BALL,
3C6605,A320,DLH
A3D756,SF34,SIL
76CEC7,B772,SIA
A03397,E145,UCA
AAAD6B,B788,BOE
AE4AFA,C30J,RCH
3946E9,A319,AFR
323A31,,
405D0D,A319,EZY
7580EF,B773,PAL
A58FE9,CRJ2,AWI
AB39F0,B738,SCX
71C058,B738,ESR
4408D6,,
AA8A07,B753,UAL
A0263B,A109,
0A0051,DH8D,DTH
C03177,AJET,
ADC8E7,A321,AAL
3B1E1D,,
2984BB,,
A5AD46,P46T,
76D02E,A320,TGW
C020FF,DA40,
A1DF48,VEZE,
A000FD,GLF5,EJM
C04688,E545,ASP
AC0041,CRJ2,FLG
ACAD7B,CRJ9,ASH
A50317,SR22,
AAD213,B772,AAL
A042F1,P28R,
787921,,
4BABC4,,
AC50DE,DH8A,
7804F3,A320,CSZ
A22419,EC30,
B43E0B,,
2E3730,,
4BA8E6,B738,THY
502860,,
0D351D,,
43EAFF,TBM7,
E48DB1,B738,GLO
A20751,TBM8,
AE00D8,,
42430B,A321,SVR
C06B68,B190,GGN
08433A,,
AC83D5,CRJ9,
A9ED93,C172,
BC751A,,
